2022-03-11 14:26:58,704 #Agilent Technologies,E3648A,0,1.7-5.0-1.0
2022-03-11 14:26:59,562 #LIMITS: 12.0, 1.2 CURRENTS: 1.0, 0.6
2022-03-11 14:27:00,257 FPGA Voltage: 12.01496, FPGA Current: 0.5205653, ASIC Voltage: 1.216567, ASIC Current:0.3176081
2022-03-11 14:27:15,954 FPGA Voltage: 12.01493, FPGA Current: 0.5185535, ASIC Voltage: 1.216389, ASIC Current:0.3174951
2022-03-11 14:27:31,661 FPGA Voltage: 12.01496, FPGA Current: 0.5197742, ASIC Voltage: 1.216187, ASIC Current:0.3175217
2022-03-11 14:27:47,361 FPGA Voltage: 12.01449, FPGA Current: 0.5186422, ASIC Voltage: 1.216516, ASIC Current:0.3175683
2022-03-11 14:28:03,116 FPGA Voltage: 12.01439, FPGA Current: 0.5187104, ASIC Voltage: 1.216364, ASIC Current:0.3175284
2022-03-11 14:28:18,814 FPGA Voltage: 12.01486, FPGA Current: 0.51929, ASIC Voltage: 1.216415, ASIC Current:0.3175417
2022-03-11 14:28:34,516 FPGA Voltage: 12.01456, FPGA Current: 0.5209131, ASIC Voltage: 1.216263, ASIC Current:0.3175217
2022-03-11 14:28:50,210 FPGA Voltage: 12.01459, FPGA Current: 0.5214177, ASIC Voltage: 1.216389, ASIC Current:0.3174819
2022-03-11 14:29:05,916 FPGA Voltage: 12.01427, FPGA Current: 0.5211176, ASIC Voltage: 1.21644, ASIC Current:0.3175483
2022-03-11 14:29:21,621 FPGA Voltage: 12.01402, FPGA Current: 0.5181308, ASIC Voltage: 1.216238, ASIC Current:0.3175882
2022-03-11 14:29:37,314 FPGA Voltage: 12.01449, FPGA Current: 0.5196174, ASIC Voltage: 1.216313, ASIC Current:0.3176081
2022-03-11 14:29:53,016 FPGA Voltage: 12.01452, FPGA Current: 0.5200266, ASIC Voltage: 1.216339, ASIC Current:0.3176281
2022-03-11 14:30:08,719 FPGA Voltage: 12.01437, FPGA Current: 0.5193446, ASIC Voltage: 1.216288, ASIC Current:0.3176148
2022-03-11 14:30:24,418 FPGA Voltage: 12.01471, FPGA Current: 0.5211586, ASIC Voltage: 1.216212, ASIC Current:0.3175816
2022-03-11 14:30:40,116 FPGA Voltage: 12.01419, FPGA Current: 0.5188059, ASIC Voltage: 1.216389, ASIC Current:0.3176015
2022-03-11 14:30:55,813 FPGA Voltage: 12.01454, FPGA Current: 0.5259797, ASIC Voltage: 1.216339, ASIC Current:0.3175749
2022-03-11 14:31:11,571 FPGA Voltage: 12.01427, FPGA Current: 0.5197742, ASIC Voltage: 1.216238, ASIC Current:0.3176081
2022-03-11 14:31:27,269 FPGA Voltage: 12.01486, FPGA Current: 0.5261775, ASIC Voltage: 1.216339, ASIC Current:0.3175417
2022-03-11 14:31:42,970 FPGA Voltage: 12.01447, FPGA Current: 0.5220178, ASIC Voltage: 1.216389, ASIC Current:0.3175949
2022-03-11 14:31:58,667 FPGA Voltage: 12.01476, FPGA Current: 0.522011, ASIC Voltage: 1.216415, ASIC Current:0.3175417
2022-03-11 14:32:14,376 FPGA Voltage: 12.01444, FPGA Current: 0.5473581, ASIC Voltage: 1.216162, ASIC Current:0.3172957
2022-03-11 14:32:30,075 FPGA Voltage: 12.01427, FPGA Current: 0.5223178, ASIC Voltage: 1.21644, ASIC Current:0.3175683
2022-03-11 14:32:45,771 FPGA Voltage: 12.01459, FPGA Current: 0.5220587, ASIC Voltage: 1.216415, ASIC Current:0.3175749
2022-03-11 14:33:01,477 FPGA Voltage: 12.01447, FPGA Current: 0.5199175, ASIC Voltage: 1.216339, ASIC Current:0.3175949
2022-03-11 14:33:17,178 FPGA Voltage: 12.01427, FPGA Current: 0.5204494, ASIC Voltage: 1.216136, ASIC Current:0.3175949
2022-03-11 14:33:32,881 FPGA Voltage: 12.01466, FPGA Current: 0.5229725, ASIC Voltage: 1.216541, ASIC Current:0.317555
2022-03-11 14:33:48,589 FPGA Voltage: 12.01427, FPGA Current: 0.5416572, ASIC Voltage: 1.216389, ASIC Current:0.317442
2022-03-11 14:34:04,285 FPGA Voltage: 12.01444, FPGA Current: 0.5266754, ASIC Voltage: 1.21644, ASIC Current:0.3175151
2022-03-11 14:34:20,042 FPGA Voltage: 12.01405, FPGA Current: 0.5280664, ASIC Voltage: 1.216415, ASIC Current:0.3175284
2022-03-11 14:34:35,742 FPGA Voltage: 12.01476, FPGA Current: 0.5217996, ASIC Voltage: 1.216238, ASIC Current:0.3175483
2022-03-11 14:34:51,446 FPGA Voltage: 12.01444, FPGA Current: 0.5196447, ASIC Voltage: 1.216339, ASIC Current:0.3176015
2022-03-11 14:35:07,139 FPGA Voltage: 12.01417, FPGA Current: 0.5212813, ASIC Voltage: 1.216288, ASIC Current:0.3175616
2022-03-11 14:35:22,848 FPGA Voltage: 12.01481, FPGA Current: 0.5223587, ASIC Voltage: 1.216389, ASIC Current:0.3176148
2022-03-11 14:35:38,548 FPGA Voltage: 12.01417, FPGA Current: 0.520613, ASIC Voltage: 1.216389, ASIC Current:0.3175483
