timestamp,proton count
2022-03-10 09:06:53.934,3814000000000.0
2022-03-10 09:06:54.000,3780000000000.0
2022-03-10 09:06:54.067,3763000000000.0
2022-03-10 09:06:54.134,3819000000000.0
2022-03-10 09:06:54.200,3801000000000.0
2022-03-10 09:06:54.267,3828000000000.0
2022-03-10 09:06:54.334,3781000000000.0
2022-03-10 09:06:54.400,3800000000000.0
2022-03-10 09:07:54.515,3772000000000.0
2022-03-10 09:07:54.581,3809000000000.0
2022-03-10 09:07:54.648,3779000000000.0
2022-03-10 09:07:54.715,3756000000000.0
2022-03-10 09:07:54.781,3791000000000.0
2022-03-10 09:07:54.848,3790000000000.0
2022-03-10 09:07:54.914,3802000000000.0
2022-03-10 09:07:54.981,3792000000000.0
2022-03-10 09:08:55.084,3811000000000.0
2022-03-10 09:08:55.151,3760000000000.0
2022-03-10 09:08:55.218,3789000000000.0
2022-03-10 09:08:55.284,3762000000000.0
2022-03-10 09:08:55.351,3762000000000.0
2022-03-10 09:08:55.418,3767000000000.0
2022-03-10 09:08:55.484,3752000000000.0
2022-03-10 09:08:55.551,3760000000000.0
2022-03-10 09:09:55.671,3771000000000.0
2022-03-10 09:09:55.737,3777000000000.0
2022-03-10 09:09:55.804,3780000000000.0
2022-03-10 09:09:55.871,3765000000000.0
2022-03-10 09:09:55.937,3809000000000.0
2022-03-10 09:09:56.004,3758000000000.0
2022-03-10 09:09:56.071,3820000000000.0
2022-03-10 09:09:56.137,3767000000000.0
2022-03-10 09:10:56.287,3804000000000.0
2022-03-10 09:10:56.354,3773000000000.0
2022-03-10 09:10:56.421,3807000000000.0
2022-03-10 09:10:56.487,3795000000000.0
2022-03-10 09:10:56.554,3788000000000.0
2022-03-10 09:10:56.621,3785000000000.0
2022-03-10 09:10:56.687,3735000000000.0
2022-03-10 09:10:56.754,3789000000000.0
2022-03-10 09:11:56.910,3802000000000.0
2022-03-10 09:11:56.976,3799000000000.0
2022-03-10 09:11:57.043,3800000000000.0
2022-03-10 09:11:57.110,3764000000000.0
2022-03-10 09:11:57.176,3795000000000.0
2022-03-10 09:11:57.243,3776000000000.0
2022-03-10 09:11:57.310,3822000000000.0
2022-03-10 09:11:57.376,3799000000000.0
2022-03-10 09:12:57.543,3733000000000.0
2022-03-10 09:12:57.609,3792000000000.0
2022-03-10 09:12:57.676,3772000000000.0
2022-03-10 09:12:57.743,3771000000000.0
2022-03-10 09:12:57.809,3823000000000.0
2022-03-10 09:12:57.876,3780000000000.0
2022-03-10 09:12:57.943,3755000000000.0
2022-03-10 09:12:58.009,3792000000000.0
2022-03-10 09:13:58.171,3784000000000.0
2022-03-10 09:13:58.238,3861000000000.0
2022-03-10 09:13:58.304,3792000000000.0
2022-03-10 09:13:58.371,3789000000000.0
2022-03-10 09:13:58.438,3759000000000.0
2022-03-10 09:13:58.505,3778000000000.0
2022-03-10 09:13:58.571,3771000000000.0
2022-03-10 09:13:58.638,3797000000000.0
2022-03-10 09:14:58.799,3782000000000.0
2022-03-10 09:14:58.866,3792000000000.0
2022-03-10 09:14:58.932,3779000000000.0
2022-03-10 09:14:58.999,3784000000000.0
2022-03-10 09:14:59.066,3782000000000.0
2022-03-10 09:14:59.132,3797000000000.0
2022-03-10 09:14:59.199,3765000000000.0
2022-03-10 09:14:59.266,3762000000000.0
2022-03-10 09:15:59.416,3808000000000.0
2022-03-10 09:15:59.482,3818000000000.0
2022-03-10 09:15:59.549,3796000000000.0
2022-03-10 09:15:59.616,3818000000000.0
2022-03-10 09:15:59.682,3795000000000.0
2022-03-10 09:15:59.749,3789000000000.0
2022-03-10 09:15:59.816,3814000000000.0
2022-03-10 09:15:59.882,3807000000000.0
2022-03-10 09:17:00.022,3807000000000.0
2022-03-10 09:17:00.089,3777000000000.0
2022-03-10 09:17:00.155,3755000000000.0
2022-03-10 09:17:00.222,3809000000000.0
2022-03-10 09:17:00.289,3778000000000.0
2022-03-10 09:17:00.355,3807000000000.0
2022-03-10 09:17:00.422,3799000000000.0
2022-03-10 09:17:00.489,3775000000000.0
2022-03-10 09:18:00.630,3831000000000.0
2022-03-10 09:18:00.696,3806000000000.0
2022-03-10 09:18:00.763,3816000000000.0
2022-03-10 09:18:00.830,3822000000000.0
2022-03-10 09:18:00.896,3755000000000.0
2022-03-10 09:18:00.963,3807000000000.0
2022-03-10 09:18:01.030,3788000000000.0
2022-03-10 09:18:01.097,3770000000000.0
2022-03-10 09:19:01.239,3865000000000.0
2022-03-10 09:19:01.306,3799000000000.0
2022-03-10 09:19:01.373,3811000000000.0
2022-03-10 09:19:01.439,3867000000000.0
2022-03-10 09:19:01.506,3792000000000.0
2022-03-10 09:19:01.573,3819000000000.0
2022-03-10 09:19:01.639,3829000000000.0
2022-03-10 09:19:01.706,3806000000000.0
2022-03-10 09:20:01.832,3792000000000.0
2022-03-10 09:20:01.898,3804000000000.0
2022-03-10 09:20:01.965,3803000000000.0
2022-03-10 09:20:02.032,3816000000000.0
2022-03-10 09:20:02.098,3780000000000.0
2022-03-10 09:20:02.165,3807000000000.0
2022-03-10 09:20:02.232,3770000000000.0
2022-03-10 09:20:02.298,3813000000000.0
2022-03-10 09:21:02.416,3818000000000.0
2022-03-10 09:21:02.483,3814000000000.0
2022-03-10 09:21:02.550,3834000000000.0
2022-03-10 09:21:02.616,3766000000000.0
2022-03-10 09:21:02.683,3814000000000.0
2022-03-10 09:21:02.750,3792000000000.0
2022-03-10 09:21:02.816,3799000000000.0
2022-03-10 09:21:02.883,3772000000000.0
2022-03-10 09:22:02.990,3796000000000.0
2022-03-10 09:22:03.057,3796000000000.0
2022-03-10 09:22:03.123,3845000000000.0
2022-03-10 09:22:03.190,3782000000000.0
2022-03-10 09:22:03.257,3828000000000.0
2022-03-10 09:22:03.323,3805000000000.0
2022-03-10 09:22:03.390,3772000000000.0
2022-03-10 09:22:03.457,3786000000000.0
